TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
4836906,Magic,Strixhaven: School of Mages,Lorehold Apprentice,,198,U,Near Mint,0.05,,1,0.01,9,0,0.18,
4836911,Magic,Strixhaven: School of Mages,Lorehold Apprentice,,198,U,Near Mint Foil,0.11,,1.04,0.05,1,0,0.18,
4851487,Magic,Strixhaven: School of Mages,Lorehold Campus,,268,C,Near Mint,0.07,0.03,1.02,0.03,16,0,0.18,
4784538,Magic,Strixhaven: School of Mages,Lorehold Command,,199,R,Near Mint,0.19,,1.14,0.15,3,0,0.18,
4850937,Magic,Strixhaven: School of Mages,Lorehold Excavation,,200,U,Near Mint,0.03,0.01,1,0.01,11,0,0.18,
4851377,Magic,Strixhaven: School of Mages,Lorehold Pledgemage,,201,C,Near Mint,0.03,,1,0.01,15,0,0.18,
4863235,Magic,Strixhaven: School of Mages,Maelstrom Muse,,202,U,Near Mint,0.02,0.01,1,0.01,5,0,0.18,
4875048,Magic,Strixhaven: School of Mages,Mage Duel,,137,C,Near Mint,0.02,0.01,1,0.01,17,0,0.18,
4875053,Magic,Strixhaven: School of Mages,Mage Duel,,137,C,Near Mint Foil,0.07,,1.01,0.01,1,0,0.18,
4856122,Magic,Strixhaven: School of Mages,Mage Hunter,,76,U,Near Mint,0.03,,1.01,0.02,9,0,0.18,
4877358,Magic,Strixhaven: School of Mages,Mage Hunters' Onslaught,,77,C,Near Mint,0.02,,1,0.01,13,0,0.18,
4852977,Magic,Strixhaven: School of Mages,Magma Opus,,203,M,Near Mint,4.51,4.75,4.38,3.39,2,0,4.74,
4855792,Magic,Strixhaven: School of Mages,Make Your Mark,,204,C,Near Mint,0.04,0.01,1,0.01,16,0,0.18,
4855797,Magic,Strixhaven: School of Mages,Make Your Mark,,204,C,Near Mint Foil,0.05,0.01,1,0.01,1,0,0.18,
4859701,Magic,Strixhaven: School of Mages,Manifestation Sage,,205,R,Near Mint,0.05,0.04,1,0.01,2,0,0.18,
4868443,Magic,Strixhaven: School of Mages,Mascot Exhibition,,5,M,Near Mint,0.28,0.25,1.16,0.17,2,0,0.25,
4867000,Magic,Strixhaven: School of Mages,Mascot Interception,,110,U,Near Mint,0.03,,1,0.01,8,0,0.18,
4855682,Magic,Strixhaven: School of Mages,Master Symmetrist,,138,U,Near Mint,0.04,,1,0.01,8,0,0.18,
4855687,Magic,Strixhaven: School of Mages,Master Symmetrist,,138,U,Near Mint Foil,0.06,,1.02,0.03,1,0,0.18,
4876148,Magic,Strixhaven: School of Mages,"Mavinda, Students' Advocate",,21,M,Near Mint,0.52,0.65,1.18,0.19,2,0,0.64,
4867220,Magic,Strixhaven: School of Mages,Mentor's Guidance,,46,U,Near Mint,0.04,0.01,1.02,0.03,5,0,0.18,
4870258,Magic,Strixhaven: School of Mages,Mercurial Transformation,,47,U,Near Mint,0.04,0.01,1,0.01,10,0,0.18,
4880198,Magic,Strixhaven: School of Mages,"Mila, Crafty Companion (Borderless)",,277,M,Near Mint,3.17,3.3,3.48,2.49,1,0,3.29,
4879418,Magic,Strixhaven: School of Mages,Moldering Karok,,206,C,Near Mint,0.02,,1,0.01,15,0,0.18,
4879423,Magic,Strixhaven: School of Mages,Moldering Karok,,206,C,Near Mint Foil,0.05,0.03,1.02,0.03,1,0,0.18,
4875378,Magic,Strixhaven: School of Mages,Mortality Spear,,207,U,Near Mint,0.17,,1.09,0.1,6,0,0.18,
4856822,Magic,Strixhaven: School of Mages,Multiple Choice,,48,R,Near Mint,0.12,,1.08,0.09,4,0,0.18,
4838486,Magic,Strixhaven: School of Mages,Necroblossom Snarl,,269,R,Near Mint,0.91,1,1.53,0.54,3,0,0.99,
4838491,Magic,Strixhaven: School of Mages,Necroblossom Snarl,,269,R,Near Mint Foil,0.86,1.48,1.68,0.69,1,0,1.47,
4869263,Magic,Strixhaven: School of Mages,Necrotic Fumes,,78,U,Near Mint,0.02,0.01,1,0.01,11,0,0.18,
4868833,Magic,Strixhaven: School of Mages,Needlethorn Drake,,208,C,Near Mint,0.02,,1,0.01,18,0,0.18,
4866890,Magic,Strixhaven: School of Mages,Novice Dissector,,79,C,Near Mint,0.02,,1,0.01,16,0,0.18,
4863125,Magic,Strixhaven: School of Mages,Oggyar Battle-Seer,,209,C,Near Mint,0.02,0.01,1,0.01,16,0,0.18,
4877688,Magic,Strixhaven: School of Mages,Oriq Loremage,,80,R,Near Mint,0.5,,1.38,0.39,2,0,0.39,
4871788,Magic,Strixhaven: School of Mages,Overgrown Arch,,139,U,Near Mint,0.05,,1.01,0.02,9,0,0.18,
4864465,Magic,Strixhaven: School of Mages,Owlin Shieldmage,,210,C,Near Mint,0.02,,1,0.01,17,0,0.18,
4864470,Magic,Strixhaven: School of Mages,Owlin Shieldmage,,210,C,Near Mint Foil,0.02,0.01,1.01,0.02,1,0,0.18,
4836686,Magic,Strixhaven: School of Mages,Pest Summoning,,211,C,Near Mint,0.06,0.02,1,0.01,17,0,0.18,
4899264,Magic,Strixhaven: School of Mages,Pest Token,,5,T,Near Mint,0.39,0.31,1.23,0.24,20,0,0.31,
4880708,Magic,Strixhaven: School of Mages,Pestilent Cauldron,,154,R,Near Mint,0.12,0.07,1.04,0.04,3,0,0.18,
4874328,Magic,Strixhaven: School of Mages,Pigment Storm,,111,C,Near Mint,0.02,0.01,1,0.01,17,0,0.18,
4866670,Magic,Strixhaven: School of Mages,Pilgrim of the Ages,,22,C,Near Mint,0.02,,1,0.01,15,0,0.18,
4872948,Magic,Strixhaven: School of Mages,Pillardrop Rescuer,,23,C,Near Mint,0.02,,1,0.01,17,0,0.18,
4871568,Magic,Strixhaven: School of Mages,Pillardrop Warden,,112,C,Near Mint,0.03,,1,0.01,15,0,0.18,
4871573,Magic,Strixhaven: School of Mages,Pillardrop Warden,,112,C,Near Mint Foil,0.02,,1,0.01,1,0,0.18,
4840536,Magic,Strixhaven: School of Mages,"Plargg, Dean of Chaos",,155,R,Near Mint,0.17,0.13,1.08,0.09,4,0,0.18,
4840541,Magic,Strixhaven: School of Mages,"Plargg, Dean of Chaos",,155,R,Near Mint Foil,0.23,0.22,1.14,0.15,1,0,0.22,
4877908,Magic,Strixhaven: School of Mages,Plumb the Forbidden,,81,U,Near Mint,1.77,1.97,2.14,1.15,5,0,1.96,
4874658,Magic,Strixhaven: School of Mages,Poet's Quill,,82,R,Near Mint,0.1,,1.04,0.05,2,0,0.18,
4836576,Magic,Strixhaven: School of Mages,Pop Quiz,,49,C,Near Mint,0.01,,1,0.01,19,0,0.18,
4857962,Magic,Strixhaven: School of Mages,Practical Research,,212,U,Near Mint,0.03,0.01,1,0.01,5,0,0.18,
4836466,Magic,Strixhaven: School of Mages,Prismari Apprentice,,213,U,Near Mint,0.03,0.01,1,0.01,9,0,0.18,
4857632,Magic,Strixhaven: School of Mages,Prismari Campus,,270,C,Near Mint,0.09,0.05,1.04,0.05,16,0,0.18,
4784648,Magic,Strixhaven: School of Mages,Prismari Command,,214,R,Near Mint,1.68,1.68,1.94,0.95,3,0,1.67,
4857742,Magic,Strixhaven: School of Mages,Prismari Pledgemage,,215,C,Near Mint,0.04,0.01,1,0.01,18,0,0.18,
4836356,Magic,Strixhaven: School of Mages,Professor of Symbology,,24,U,Near Mint,0.06,,1.02,0.03,5,0,0.18,
4872618,Magic,Strixhaven: School of Mages,Professor of Zoomancy,,140,C,Near Mint,0.03,0.01,1,0.01,15,0,0.18,
4873938,Magic,Strixhaven: School of Mages,Professor's Warning,,84,C,Near Mint,0.06,0.05,1.04,0.05,14,0,0.18,
4871128,Magic,Strixhaven: School of Mages,Promising Duskmage,,85,C,Near Mint,0.02,0.01,1,0.01,15,0,0.18,
4871133,Magic,Strixhaven: School of Mages,Promising Duskmage,,85,C,Near Mint Foil,0.01,0.01,1,0.01,1,0,0.18,
4836246,Magic,Strixhaven: School of Mages,Quandrix Apprentice,,216,U,Near Mint,0.07,,1.04,0.05,6,0,0.18,
4858812,Magic,Strixhaven: School of Mages,Quandrix Campus,,271,C,Near Mint,0.1,0.05,1.04,0.05,17,0,0.18,
4784758,Magic,Strixhaven: School of Mages,Quandrix Command,,217,R,Near Mint,0.25,0.23,1.19,0.19,3,0,0.23,
4866225,Magic,Strixhaven: School of Mages,Quandrix Cultivator,,218,U,Near Mint,0.05,,1.04,0.05,7,0,0.18,
4859481,Magic,Strixhaven: School of Mages,Quandrix Pledgemage,,219,C,Near Mint,0.02,0.01,1,0.01,15,0,0.18,
4851047,Magic,Strixhaven: School of Mages,"Quintorius, Field Historian",,220,U,Near Mint,0.08,0.01,1.04,0.05,11,0,0.18,
4850827,Magic,Strixhaven: School of Mages,Radiant Scrollwielder,,221,R,Near Mint,0.15,,1.09,0.1,3,0,0.18,
4875158,Magic,Strixhaven: School of Mages,Reckless Amplimancer,,141,C,Near Mint,0.02,,1,0.01,14,0,0.18,
4848997,Magic,Strixhaven: School of Mages,Reconstruct History,,222,U,Near Mint,0.13,0.1,1.09,0.1,8,0,0.18,
4852207,Magic,Strixhaven: School of Mages,Reduce to Memory,,25,U,Near Mint,0.03,,1.01,0.02,5,0,0.18,
4870478,Magic,Strixhaven: School of Mages,Reflective Golem,,257,U,Near Mint,0.02,0.01,1,0.01,5,0,0.18,
4870483,Magic,Strixhaven: School of Mages,Reflective Golem,,257,U,Near Mint Foil,0.01,0.01,1,0.01,1,0,0.18,
4871238,Magic,Strixhaven: School of Mages,Reject,,50,C,Near Mint,0.03,0.01,1,0.01,15,0,0.18,
4853347,Magic,Strixhaven: School of Mages,Relic Sloth,,223,C,Near Mint,0.03,0.01,1,0.01,15,0,0.18,
4853352,Magic,Strixhaven: School of Mages,Relic Sloth,,223,C,Near Mint Foil,0.02,0.01,1,0.01,1,0,0.18,
4857302,Magic,Strixhaven: School of Mages,Resculpt,,51,C,Near Mint,0.21,,1.14,0.15,16,0,0.18,
4877248,Magic,Strixhaven: School of Mages,Retriever Phoenix,,113,R,Near Mint,0.05,0.04,1,0.01,3,0,0.18,
4850717,Magic,Strixhaven: School of Mages,Returned Pastcaller,,224,U,Near Mint,0.04,0.01,1,0.01,8,0,0.18,
4855902,Magic,Strixhaven: School of Mages,Rip Apart,,225,U,Near Mint,0.13,,1.1,0.11,5,0,0.18,
4847657,Magic,Strixhaven: School of Mages,Rise of Extus,,226,C,Near Mint,0.01,,1,0.01,15,0,0.18,
4858072,Magic,Strixhaven: School of Mages,"Rootha, Mercurial Artist",,227,U,Near Mint,0.04,0.03,1.02,0.03,8,0,0.18,
4839036,Magic,Strixhaven: School of Mages,"Rowan, Scholar of Sparks",,156,M,Near Mint,1.65,2.18,1.98,0.99,1,0,2.17,
4879528,Magic,Strixhaven: School of Mages,Rushed Rebirth,,228,R,Near Mint,0.27,,1.2,0.21,4,0,0.21,
4873388,Magic,Strixhaven: School of Mages,Scurrid Colony,,142,C,Near Mint,0.05,0.01,1,0.01,19,0,0.18,
4867775,Magic,Strixhaven: School of Mages,Secret Rendezvous,,26,U,Near Mint,0.35,,1.29,0.3,7,0,0.3,
4867780,Magic,Strixhaven: School of Mages,Secret Rendezvous,,26,U,Near Mint Foil,0.43,,1.37,0.37,1,0,0.38,
4873278,Magic,Strixhaven: School of Mages,Sedgemoor Witch,,86,R,Near Mint,1.31,1.98,1.35,0.36,1,0,1.97,
4879978,Magic,Strixhaven: School of Mages,Selfless Glyphweaver,,157,R,Near Mint,0.11,,1.09,0.1,2,0,0.18,
4850607,Magic,Strixhaven: School of Mages,Semester's End,,27,R,Near Mint,0.24,0.23,1.14,0.14,3,0,0.23,
4864795,Magic,Strixhaven: School of Mages,Serpentine Curve,,52,C,Near Mint,0.05,,1.02,0.03,16,0,0.18,
4879638,Magic,Strixhaven: School of Mages,Shadewing Laureate,,229,U,Near Mint,0.05,0.01,1.01,0.02,5,0,0.18,
4839361,Magic,Strixhaven: School of Mages,Shadrix Silverquill,,230,M,Near Mint,2.9,2.99,2.99,2,1,0,2.98,
4839476,Magic,Strixhaven: School of Mages,Shadrix Silverquill (Borderless),,280,M,Near Mint,4.41,5.2,4.15,3.05,1,0,5.19,
4840986,Magic,Strixhaven: School of Mages,"Shaile, Dean of Radiance",,158,R,Near Mint,0.14,0.1,1.09,0.1,3,0,0.18,
4838646,Magic,Strixhaven: School of Mages,Shineshadow Snarl,,272,R,Near Mint,0.25,0.26,1.19,0.2,2,0,0.26,
4838651,Magic,Strixhaven: School of Mages,Shineshadow Snarl,,272,R,Near Mint Foil,0.63,0.48,1.27,0.28,1,0,0.48,
4864685,Magic,Strixhaven: School of Mages,Show of Confidence,,28,U,Near Mint,0.12,,1.09,0.1,5,0,0.18,
4836136,Magic,Strixhaven: School of Mages,Silverquill Apprentice,,231,U,Near Mint,0.03,,1,0.01,8,0,0.18,
4836141,Magic,Strixhaven: School of Mages,Silverquill Apprentice,,231,U,Near Mint Foil,0.07,,1,0.01,1,0,0.18,
4875708,Magic,Strixhaven: School of Mages,Silverquill Campus,,273,C,Near Mint,0.07,,1.03,0.04,15,0,0.18,
4784427,Magic,Strixhaven: School of Mages,Silverquill Command,,232,R,Near Mint,0.1,0.07,1.03,0.04,2,0,0.18,
4879748,Magic,Strixhaven: School of Mages,Silverquill Pledgemage,,233,C,Near Mint,0.03,,1,0.01,18,0,0.18,
4870908,Magic,Strixhaven: School of Mages,Silverquill Silencer,,234,R,Near Mint,0.07,0.04,1.02,0.02,2,0,0.18,
4876588,Magic,Strixhaven: School of Mages,Snow Day,,53,U,Near Mint,0.05,,1,0.01,10,0,0.18,
4856012,Magic,Strixhaven: School of Mages,Solve the Equation,,54,U,Near Mint,1.51,1.74,2.09,1.1,6,0,1.73,
4866450,Magic,Strixhaven: School of Mages,Soothsayer Adept,,55,C,Near Mint,0.02,0.01,1,0.01,18,0,0.18,
4852757,Magic,Strixhaven: School of Mages,Sparring Regimen,,29,R,Near Mint,0.12,0.07,1.03,0.04,2,0,0.18,
4857852,Magic,Strixhaven: School of Mages,Spectacle Mage,,235,C,Near Mint,0.02,,1,0.01,17,0,0.18,
4878018,Magic,Strixhaven: School of Mages,Specter of the Fens,,87,C,Near Mint,0.04,0.01,1,0.01,19,0,0.18,
4876698,Magic,Strixhaven: School of Mages,Spell Satchel,,258,U,Near Mint,0.06,,1.01,0.02,10,0,0.18,
4871898,Magic,Strixhaven: School of Mages,Spined Karok,,143,C,Near Mint,0.02,,1,0.01,15,0,0.18,
4871903,Magic,Strixhaven: School of Mages,Spined Karok,,143,C,Near Mint Foil,0.02,0.01,1,0.01,1,0,0.18,
4849277,Magic,Strixhaven: School of Mages,Spirit Summoning,,236,C,Near Mint,0.02,0.01,1,0.01,18,0,0.18,
4899324,Magic,Strixhaven: School of Mages,Spirit Token,,6,T,Near Mint,0.08,0.05,1.04,0.05,22,0,0.18,
4871018,Magic,Strixhaven: School of Mages,Spiteful Squad,,237,C,Near Mint,0.02,0.01,1,0.01,15,0,0.18,
4875268,Magic,Strixhaven: School of Mages,Springmane Cervin,,144,C,Near Mint,0.02,,1,0.01,18,0,0.18,
4867445,Magic,Strixhaven: School of Mages,Square Up,,238,C,Near Mint,0.02,,1,0.01,15,0,0.18,
4855352,Magic,Strixhaven: School of Mages,Star Pupil,,30,C,Near Mint,0.03,0.01,1,0.01,17,0,0.18,
4865455,Magic,Strixhaven: School of Mages,Start from Scratch,,114,U,Near Mint,0.04,0.01,1,0.01,6,0,0.18,
4856382,Magic,Strixhaven: School of Mages,Stonebinder's Familiar,,31,U,Near Mint,0.02,0.01,1,0.01,8,0,0.18,
4850497,Magic,Strixhaven: School of Mages,Stonebound Mentor,,239,C,Near Mint,0.05,,1,0.01,15,0,0.18,
4876478,Magic,Strixhaven: School of Mages,Stonerise Spirit,,32,C,Near Mint,0.02,0.01,1,0.01,19,0,0.18,
4836026,Magic,Strixhaven: School of Mages,Storm-Kiln Artist,,115,U,Near Mint,0.81,,1.73,0.74,5,0,0.73,
4851927,Magic,Strixhaven: School of Mages,Strict Proctor,,33,R,Near Mint,1.35,,1.98,0.99,2,0,0.98,
4860031,Magic,Strixhaven: School of Mages,Strixhaven Stadium,,259,R,Near Mint,0.72,0.79,1.28,0.29,2,0,0.78,
4860036,Magic,Strixhaven: School of Mages,Strixhaven Stadium,,259,R,Near Mint Foil,0.81,0.8,1.56,0.57,1,0,0.79,
4847207,Magic,Strixhaven: School of Mages,Study Break,,34,C,Near Mint,0.03,0.01,1,0.01,15,0,0.18,
4847212,Magic,Strixhaven: School of Mages,Study Break,,34,C,Near Mint Foil,0.04,0.03,1,0.01,1,0,0.18,
4857192,Magic,Strixhaven: School of Mages,Sudden Breakthrough,,116,C,Near Mint,0.13,,1.09,0.1,15,0,0.18,
4857197,Magic,Strixhaven: School of Mages,Sudden Breakthrough,,116,C,Near Mint Foil,0.16,,1.14,0.14,1,0,0.18,
4869593,Magic,Strixhaven: School of Mages,Symmetry Sage,,56,U,Near Mint,0.04,0.01,1,0.01,5,0,0.18,
4856492,Magic,Strixhaven: School of Mages,Tanazir Quandrix,,240,M,Near Mint,1.26,1.45,1.49,0.5,1,0,1.44,
4856602,Magic,Strixhaven: School of Mages,Tanazir Quandrix (Borderless),,284,M,Near Mint,1.89,1.98,1.49,0.5,1,0,1.97,
4876918,Magic,Strixhaven: School of Mages,Tangletrap,,145,C,Near Mint,0.02,,1,0.01,14,0,0.18,
4876923,Magic,Strixhaven: School of Mages,Tangletrap,,145,C,Near Mint Foil,0.04,,1.02,0.03,1,0,0.18,
4859921,Magic,Strixhaven: School of Mages,Teach by Example,,241,C,Near Mint,0.05,0.04,1.04,0.05,14,0,0.18,
4859926,Magic,Strixhaven: School of Mages,Teach by Example,,241,C,Near Mint Foil,0.18,,1.07,0.08,1,0,0.18,
4858592,Magic,Strixhaven: School of Mages,Teachings of the Archaics,,57,R,Near Mint,0.06,0.05,1.02,0.03,3,0,0.18,
4867665,Magic,Strixhaven: School of Mages,Team Pennant,,260,U,Near Mint,0.06,,1.02,0.03,8,0,0.18,
4871678,Magic,Strixhaven: School of Mages,Tempted by the Oriq,,58,R,Near Mint,0.07,,1.04,0.05,2,0,0.18,
4871458,Magic,Strixhaven: School of Mages,Tend the Pests,,242,U,Near Mint,0.21,,1.11,0.12,5,0,0.18,
4859257,Magic,Strixhaven: School of Mages,Tenured Inkcaster,,88,U,Near Mint,0.04,0.02,1.01,0.02,9,0,0.18,
4870033,Magic,Strixhaven: School of Mages,Test of Talents,,59,U,Near Mint,0.13,,1.02,0.03,8,0,0.18,
4870038,Magic,Strixhaven: School of Mages,Test of Talents,,59,U,Near Mint Foil,0.58,0.2,1.19,0.2,1,0,0.2,
4875598,Magic,Strixhaven: School of Mages,The Biblioplex,,264,R,Near Mint,0.13,0.05,1.02,0.03,1,0,0.18,
4852427,Magic,Strixhaven: School of Mages,Thrilling Discovery,,243,C,Near Mint,0.18,0.11,1.1,0.11,17,0,0.18,
4850387,Magic,Strixhaven: School of Mages,Thunderous Orator,,35,U,Near Mint,0.05,,1.03,0.04,5,0,0.18,
4866560,Magic,Strixhaven: School of Mages,Tome Shredder,,117,C,Near Mint,0.03,,1,0.01,18,0,0.18,
4840426,Magic,Strixhaven: School of Mages,Torrent Sculptor,,159,R,Near Mint,0.05,,1.03,0.04,2,0,0.18,
4840431,Magic,Strixhaven: School of Mages,Torrent Sculptor,,159,R,Near Mint Foil,0.12,,1.06,0.07,1,0,0.18,
4913554,Magic,Strixhaven: School of Mages,Treasure Token,,7,T,Near Mint,0.13,0.11,1.1,0.11,17,0,0.18,
4877578,Magic,Strixhaven: School of Mages,Twinscroll Shaman,,118,C,Near Mint,0.02,0.01,1,0.01,19,0,0.18,
4868105,Magic,Strixhaven: School of Mages,Umbral Juke,,89,U,Near Mint,0.02,0.01,1,0.01,5,0,0.18,
4874048,Magic,Strixhaven: School of Mages,Unwilling Ingredient,,90,C,Near Mint,0.01,0.01,1,0.01,15,0,0.18,
4840656,Magic,Strixhaven: School of Mages,"Uvilda, Dean of Perfection",,160,R,Near Mint,0.11,,1.03,0.04,2,0,0.18,
4840766,Magic,Strixhaven: School of Mages,"Valentin, Dean of the Vein",,161,R,Near Mint,0.38,0.36,1.22,0.23,1,0,0.36,
4840771,Magic,Strixhaven: School of Mages,"Valentin, Dean of the Vein",,161,R,Near Mint Foil,0.41,,1.26,0.27,1,0,0.27,
4869703,Magic,Strixhaven: School of Mages,Vanishing Verse,,244,R,Near Mint,0.79,1.1,1.49,0.5,4,0,1.09,
4854762,Magic,Strixhaven: School of Mages,Velomachus Lorehold (Borderless),,283,M,Near Mint,1.7,1.92,2,1,1,0,1.91,
4849617,Magic,Strixhaven: School of Mages,Venerable Warsinger,,246,R,Near Mint,0.14,,1.07,0.08,4,0,0.18,
4859142,Magic,Strixhaven: School of Mages,Verdant Mastery,,146,R,Near Mint,0.13,,1.1,0.1,3,0,0.18,
4838816,Magic,Strixhaven: School of Mages,Vineglimmer Snarl,,274,R,Near Mint,0.39,0.25,1.24,0.25,3,0,0.25,
4877028,Magic,Strixhaven: School of Mages,Vortex Runner,,60,C,Near Mint,0.02,0.01,1,0.01,17,0,0.18,
4877033,Magic,Strixhaven: School of Mages,Vortex Runner,,60,C,Near Mint Foil,0.02,0.01,1,0.01,1,0,0.18,
4856232,Magic,Strixhaven: School of Mages,Wandering Archaic,,6,R,Near Mint,6.51,7.74,5.82,5.82,2,0,7.73,
4839986,Magic,Strixhaven: School of Mages,Waterfall Aerialist,,61,C,Near Mint,0.02,0.01,1,0.01,15,0,0.18,
4839991,Magic,Strixhaven: School of Mages,Waterfall Aerialist,,61,C,Near Mint Foil,0.05,0.01,1,0.01,1,0,0.18,
4835916,Magic,Strixhaven: School of Mages,Witherbloom Apprentice,,247,U,Near Mint,0.25,0.24,1.19,0.2,6,0,0.24,
4872838,Magic,Strixhaven: School of Mages,Witherbloom Campus,,275,C,Near Mint,0.14,0.08,1.07,0.08,14,0,0.18,
4873058,Magic,Strixhaven: School of Mages,Witherbloom Pledgemage,,249,C,Near Mint,0.04,,1,0.01,18,0,0.18,
4873063,Magic,Strixhaven: School of Mages,Witherbloom Pledgemage,,249,C,Near Mint Foil,0.07,0.01,1,0.01,1,0,0.18,
4877468,Magic,Strixhaven: School of Mages,Wormhole Serpent,,62,U,Near Mint,0.03,0.01,1,0.01,5,0,0.18,
4874768,Magic,Strixhaven: School of Mages,Zephyr Boots,,261,U,Near Mint,0.2,0.19,1.18,0.19,5,0,0.19,
4859591,Magic,Strixhaven: School of Mages,"Zimone, Quandrix Prodigy",,250,U,Near Mint,0.12,0.05,1.08,0.09,4,0,0.18,